,userName,numStar,title,reviewDate,reviewContent,numHelpful,numUnhelpful
1669,Gramps,5,Amazing Display,8 months ago,If you are a gamer this is an awesome console to have. The display is amazing!,0,0
1670,sgp85,5,Fantastic!,11 months ago,I have wanted a switch for a while but waited for the OLED model to become available. It was a great choice and worth waiting for!,0,0
1671,Gabe,5,Nitendo,11 months ago,"Awesome. Love it being portable, always have been a fan of the Nintendo but this new version takes it to the next level",0,0
1672,Gabe,5,Nitendo,11 months ago,"Awesome. Love it being portable, always have been a fan of the Nintendo but this new version takes it to the next level",0,0
1673,Angie,5,Love this,11 months ago,To be honest I barely see a difference but still great console probably my favorite of all. Mario odyssey is my favorite game,0,0
1674,Ride,5,I’m a fan,7 months ago,I’m a fan of the oled. An improvement on the last generation,0,0
1675,Goated,5,Goated,8 months ago,"Goated, console, goated system, goated company. Best purchase.",0,0
1676,mainemassfox,5,A must have,8 months ago,This is a must have for anyone who loves video games and more.,0,0
1677,Thebestofthebest,5,Nice......,8 months ago,My son love it....is perfect for little kids...he take it everywhere,0,0
1678,Deni,5,Nintendo Switch OLED,8 months ago,"Great console, the whole family loves it, even the grandparents.",0,0
1679,Thanks,5,Unknown,7 months ago,Good cool awesome mmmmmnnhu.     Ccghjug.  Jhbvxjb,0,0
1680,Rea101,5,Worth the upgrade.,11 months ago,Love it. I play mainly handheld mode 99 percent of the time. I own the v2 and lite versions and the oled is worth it for me.,0,0
1681,Dani,5,Love it,10 months ago,Best thing ever!! I take it to work with me and can fully hear it when I have the dishwasher going and everything,0,0
1682,ehhh,5,Switch=best,10 months ago,Get the switch!!! Best system ever!! I love the fact it is portable and  then you can connect to the TV.,0,0
1683,Felix,4,Nintendo Switch,4 months ago,"Very happy with purchase. One of the Joy-Cons is loose, but not an issue if docked.",0,0
1684,Jack,4,"Great system, needs more power though.",4 months ago,Excellent display quality. The battery life is great. Although it would be better if it had a more powerful gpu.,0,0
1685,Washer,5,Awesome,9 months ago,"Love this console, oled screen is bright and the old school games are great to play..",0,0
1686,Kingbox,5,Andrew Reggio,7 months ago,Geek squad protection I need to put on my Nintendo switch,0,0
1687,JCas,5,Nintendo did it again,9 months ago,"Love the switch and how portable
It is. My son loves playing mario kart with it",0,0
1688,Pappadee,5,First NES system I’ve owned since the NES.,11 months ago,I am enjoying the system. Minor detail but I anticipated having the white controls instead of the neon blue and red.,0,0
1689,Matheo,5,Nintendo Switch OLED,4 months ago,"Playing the OLED switch from an original switch model feels like a night and day difference. The colors are much more vibrant and a joy to look at and the bigger real estate of a screen is awesome. If you’re someone who will play handheld, I highly encourage you to get this device if you have the funds. The improved kickstand was my favorite feature by far since it allows me to prop it on my bed without fearing about it tipping over. Although it has double the storage at 64 gb, it’s not really much if you like to have an expanded digital game library. Joy-cons are the same as any other but I really like the aesthetic of having the white joy-cons with the black, metal frame. Shipping came a day early which is always an added bonus.",0,0
1690,Xpcgx,5,Switch,8 months ago,Family friendly gaming system. Easy to set up for younger kids,0,0
1691,Nyerik08,5,Nintendo OLED,11 months ago,Haven't purchased a Nintendo product since the DS and glad I was able to find a unit available through Best Buy.,0,0
1692,KTaaaa,5,BEST,8 months ago,Amazing console… Nintendo Switch is the best console they have created!,0,0
1693,Mmiller,5,Switch,9 months ago,Great console with the updated LAN connection. Dock connects well for gaming on TV.,0,0
1694,Jordan,5,Video game system,7 months ago,Love the Nintendo switch and the kids love it as well,0,0
1695,Good,5,Good,8 months ago,Excellent console. I ordered it online and I got it before the agreed date,0,0
1696,Benni,5,Super Happy,11 months ago,"This is my first time having a Switch and I'm loving it so much! Nostalgic to the Nintendo DS days, but also fresh and so much more fun! I love how dynamic it is and that there are so many incredible games available on the system. It's also neat that you can buy physical game cards or digital versions depending on your preference. The OLED screen is beautiful and I love the joy cons which combine the best of the Wii and more traditional controllers. The white color is really sleek looking also!",0,0
1697,1000,5,Loves it!,9 months ago,This was bought as a gift. She really enjoyed it and loves that she can take it everywhere.,0,0
1698,Anonymous,5,Amazing prices,8 months ago,Works really nice and the resolution is way better! I love it,0,0
1699,PUNKYD,5,Subtle improvements,10 months ago,The oled is noticeably brighter and bigger than the previous model. The stand is definitely so much better.,0,0
1700,Connor,5,Pleasantly Surprised,1 year ago,I am impressed with this console.  It seems like quite an improvement in handheld mode over the old switch even with the same internals.,0,0
1701,Hector,5,Great upgrade!,11 months ago,Big upgrade from the original version. Love the display and also on a 4K TV looks great! Great console oriented to family.,0,0
1702,gamingreviewz,5,Get only if you like handheld mode a lot,8 months ago,Good if you play handheld mainly otherwise just get the OG Switch,0,0
1703,Thatoneguy,5,Nintendo,8 months ago,"Amazing product, one of the best gaming purchases ive ever made.",0,0
1704,Marv,5,Love the upgrade,1 year ago,I had the OG switch and wanted an up grade. This new switch looks and feels really good. Dont listen to the nagative cry babies online. This switch is worth it.,0,0
1705,PDCZERO,5,Great product,9 months ago,Was waiting for the OLED to come in stock again to buy one and I have no regrets,0,0
1706,Seroga,5,Nice Nintendo switch OLED,8 months ago,Great Nintendo switch OLED. Great LCD display. Pretty cool,0,0
1707,KMAR,5,Nintendo switch,7 months ago,"I bought this for my 13 yr old nephew and he loved it,",0,0
1708,DaddyIce,5,Great,1 year ago,Awsome system to have. My little ones love it.the only think that is hard to put together is the controller. Recommend buying remote controllers,0,0
1709,GGamer,5,Works great,7 months ago,Great device. Holds more storage than previous versions.,0,0
1710,Mysticwolf,5,Best switch so far worth the purchase,8 months ago,I love my new switch Oled! Great purchase and better than the older model,0,0
1711,SwitchOled,5,The Best,8 months ago,Nintendo Switch Oled the best console much better than the first versions,0,0
1712,GiveMePoints,5,"Not Pro, though",8 months ago,"Switch, but OLED. It's just as good as we could've hoped.",0,0
1713,Bobs,5,Good,7 months ago,Very nice gaming. Easy to use. I use mine when i travel.,0,0
1714,Alex,5,OLED,9 months ago,Great product better than the original for sure. New kick stand is much sturdier.,0,0
1715,Blueeeyore,5,SWITCH OLED,9 months ago,"This is my second switch, when this one came out I got and gave my old to my daughter",0,0
1716,CDiaz,5,Loving it,1 year ago,"Im more of a Playstation guy, but i wanted a nintendo so i can play the old school games like Mario. Nintenso switch , specially the oled, feels like a next gen",0,0
1717,Mike,5,Switch oled review,10 months ago,"Great product, works a lot better than the first switch. Works best with rpg games. Overall great improvement",0,0
1718,Worththemoney,5,Great System!,11 months ago,Thank You for having the Total Tech members option only to buy this item. Gave me a chance to get one before it was all gone,0,0
1719,switch,5,switch,7 months ago,i love the nintendo switch i play on it every night,0,0
1720,marv,5,Worth it,9 months ago,"not much of a gamer, but getting the switch made me play so much, i love it!",0,0
1721,Andy,4,It’s nice but if you play on TV nothing special.,8 months ago,Nintendo Switch is a fun game console to have for laid back gaming and co op games. The OLED switch is not much of an improvement from the regular switch. I’d wait for the Switch 2 if you’re looking for a real upgrade.,0,0
1722,Derlex,5,Worth the upgrade!,10 months ago,I play way more handheld with the Nintendo Switch OLED over my launch edition Switch! Worth the upgrade!,0,0
1723,Gpablo,5,Mr  G Nswitch,11 months ago,My son loves it! Very easy to connect to my TV and the whole family can play along with additional controllers.,0,0
1724,Emran,5,Great for Family Time!,11 months ago,"Amazing first time console for youngsters and families.

The new OLED screen is very true to its color and graphics.",0,0
1725,nocturnal,5,LOVE IT,8 months ago,"Great handheld experience, coming from the original switch.",0,0
1726,BerserkerGaming,5,Good upgrade,7 months ago,This is a good upgrade if you want a bigger screen!,0,0
1727,FrenetikGamerFB,5,good only if upgrading from switch lite,1 year ago,not a whole lot of differences between this and the regular switch but if you don’t have a switch and this is your first get it,0,0
1728,MIKELI,5,Looks btter,10 months ago,"Best Value for its price, I paid more than 299 for the older generation but this one's got better screen.",0,0
1729,Torresh,5,Perfect birthday present,11 months ago,The Nintendo switch was perfect for a birthday present. I was really excited how the picture quality was on the device.,0,0
1730,RichW,5,Great holiday gift!,11 months ago,"We bought this as a holiday gift for the entire family. It was really easy to set up, and was a huge hit with our kids!",0,0
1731,Gamer4God,5,Great console,10 months ago,Been waiting to get my hands on a Nintendo switch for a long time now and this is the perfect one.,0,0
1732,Charlie,5,OLED Olay!,1 year ago,Love it. Load times seem to be significantly faster on games like Animal Crossing New Horizons. Those colors really pop in handheld mode.,0,0
1733,Jdp111,5,Good game console,7 months ago,Very good unit. it is very clear and I like the switch,0,0
1734,Sithlord,5,Nintendo,8 months ago,Good console definitely better than the previous switch my son loves it.,0,0
1735,Igotsmines,5,Work d,8 months ago,Dope pretty awesome little machine... shuts the little brats right up,0,0
